ProdTaken,lightgbm_prediction,fold
0,0.48866322934776013,5.0
0,0.374500984859672,3.0
0,0.06586714075201056,2.0
0,0.04676864890676763,3.0
0,0.16486169817420107,2.0
0,0.456247154185584,4.0
1,0.3776918626106941,2.0
1,0.3052752808394669,4.0
0,0.27518399960237605,1.0
0,0.11674608133402545,6.0
0,0.5065572229556676,2.0
0,0.10132884457756414,7.0
0,0.055135689141917466,1.0
0,0.1054903782807744,2.0
0,0.04116608074048779,1.0
0,0.04611084420994888,1.0
0,0.5115685139939425,1.0
0,0.08040899641857538,4.0
0,0.020023928523401843,7.0
0,0.27816785460023785,1.0
0,0.36080437095340073,3.0
1,0.6355764179789753,4.0
0,0.011512508565681433,7.0
0,0.05348206463729993,3.0
0,0.35749850645930703,3.0
0,0.44102828825914747,1.0
0,0.09853438642217138,5.0
1,0.5269140060559592,2.0
0,0.46211383847795395,2.0
0,0.04862173580372922,5.0
1,0.12687939464850936,5.0
1,0.4000362482864995,2.0
0,0.02291689667781821,6.0
0,0.2507766163695358,7.0
1,0.32661867684369966,4.0
0,0.16215603578617677,5.0
0,0.07243871789393577,3.0
0,0.08167139915866393,2.0
0,0.12393034027517835,7.0
1,0.6377674270427569,1.0
0,0.09268747611433177,6.0
0,0.39617505748676474,2.0
1,0.21231000088792198,2.0
0,0.05216790587635402,7.0
1,0.1544309408998611,4.0
1,0.6196022149871513,1.0
1,0.303508229539079,2.0
1,0.2956622818951824,7.0
1,0.677741754153278,7.0
0,0.07245284486740984,3.0
1,0.671680389754994,7.0
0,0.2395178078074374,6.0
1,0.1538688953489796,4.0
1,0.4550820942215458,3.0
0,0.19688399721495994,5.0
0,0.06544898932807319,3.0
0,0.014019981686444727,7.0
0,0.1519949934550758,7.0
0,0.36777696842346835,2.0
0,0.06530564019035434,5.0
0,0.10508754109165161,6.0
0,0.08965241438943823,4.0
0,0.03999763292141985,7.0
0,0.05157454858212856,7.0
0,0.27838708028598097,1.0
0,0.1110976216179253,1.0
0,0.16013033103319227,1.0
0,0.0415620840610834,3.0
0,0.08139011713249798,2.0
0,0.01113564551547898,7.0
1,0.5532655177445436,4.0
0,0.15962584598948248,3.0
0,0.6676047604644779,1.0
0,0.03717356290220169,7.0
0,0.16233590284220595,1.0
0,0.1752962357036898,2.0
0,0.06644865653867349,5.0
0,0.0238110630430022,5.0
0,0.10691629009427887,4.0
0,0.022315290004958913,7.0
0,0.049135816779159805,6.0
1,0.12045306721686906,2.0
0,0.11422229979448835,6.0
0,0.14896620099484845,1.0
0,0.5822706124653868,6.0
1,0.5220295743984723,3.0
1,0.6886382261635925,1.0
0,0.09365245518079653,4.0
0,0.05290185835498779,7.0
0,0.07486900129590844,4.0
0,0.125558815985681,2.0
0,0.1371792263439197,2.0
0,0.03366887067715917,6.0
0,0.10448720302136534,1.0
0,0.03918522585240356,7.0
0,0.09691920004912952,2.0
0,0.025151307775107556,5.0
0,0.05920082973360541,1.0
0,0.0891183214347276,5.0
0,0.051015845027227225,1.0
0,0.06004816646437725,7.0
0,0.04577267906475554,4.0
0,0.29389456296004635,6.0
0,0.11945088156457885,4.0
0,0.13636711521470385,4.0
0,0.024505597013395525,7.0
0,0.10656309423303648,4.0
0,0.07063099930069347,2.0
0,0.08720566918296004,2.0
0,0.048210382554005345,4.0
0,0.049351957758867006,6.0
0,0.07934879081223141,3.0
0,0.06306890877906698,2.0
0,0.0868657971706605,3.0
1,0.4762194644719605,3.0
0,0.10762353951502075,3.0
0,0.5619097881231234,3.0
0,0.0546743450906694,4.0
0,0.030817704672188653,3.0
0,0.03635554827501228,3.0
0,0.07063099930069347,2.0
0,0.11012569304188173,4.0
0,0.09895212526251218,4.0
0,0.060712162006961674,1.0
0,0.14470030809408757,6.0
0,0.12803326157975403,6.0
0,0.12417816358835407,4.0
0,0.03526469903135453,1.0
1,0.19850719620893092,2.0
1,0.46211383847795395,2.0
0,0.06901225184944526,1.0
0,0.02755077322032469,3.0
0,0.03137617965054151,1.0
0,0.10136567223925343,4.0
0,0.6167240034377975,6.0
0,0.06705069494888719,7.0
0,0.013395540808195985,6.0
1,0.365412856390131,2.0
0,0.016483121184456894,6.0
1,0.4889365288252522,5.0
0,0.18458171065420825,3.0
0,0.04609671267844052,3.0
0,0.08167139915866393,2.0
0,0.36068275022393903,5.0
0,0.05557820221281524,4.0
0,0.029689546246304387,7.0
0,0.6971263450580409,7.0
0,0.05072309932700993,7.0
0,0.05655888314981165,3.0
0,0.08576828673263862,4.0
0,0.03151884711394888,3.0
0,0.08056941375172566,1.0
0,0.05889971649185493,1.0
0,0.07984578876146402,3.0
0,0.02743703847835607,3.0
1,0.05658522121043254,5.0
0,0.06486794841707735,1.0
0,0.060479170794298195,3.0
0,0.04275565116378384,5.0
0,0.11981246834051451,4.0
0,0.10475910346001774,6.0
0,0.06394707933625822,2.0
1,0.09817213630212684,3.0
0,0.15373251596127538,7.0
0,0.08502188641199458,3.0
1,0.36791942195400995,6.0
1,0.5376822924770328,7.0
0,0.47101439897411773,5.0
0,0.12206201454286346,1.0
1,0.46161466317946365,5.0
0,0.6772475629461681,7.0
0,0.05676749273930828,3.0
0,0.17258215530053064,3.0
0,0.002034287559804733,7.0
0,0.364540438152337,4.0
0,0.025281907875096075,7.0
0,0.08580151652645007,2.0
0,0.0270727859051164,5.0
0,0.08167139915866393,2.0
0,0.22607805218080707,6.0
0,0.07805016839849706,6.0
0,0.150721216097394,1.0
0,0.33252062664970783,2.0
0,0.27784809367600904,7.0
0,0.06081508547020496,4.0
0,0.18699734669313064,1.0
1,0.14319272756087487,4.0
0,0.0230765821679565,6.0
0,0.0011525115097152515,7.0
0,0.027921082370470862,5.0
0,0.014712372337363347,6.0
0,0.06980396603549106,5.0
0,0.017534325661767616,7.0
0,0.05716494979636154,1.0
0,0.031487663530732055,5.0
0,0.030321261437041152,3.0
0,0.07114803114761893,1.0
0,0.342557754797011,3.0
0,0.4035900761242873,3.0
0,0.5645525250428703,1.0
1,0.3831982983842552,5.0
0,0.10996549217514134,4.0
1,0.18099920714131895,7.0
0,0.0693448883477528,2.0
0,0.07420268761280611,5.0
0,0.09829729167950252,4.0
0,0.002095308872735493,7.0
1,0.5207856366750692,4.0
0,0.024445450872492294,5.0
0,0.08001212800478165,6.0
0,0.35146886874931915,3.0
0,0.018609678585077477,7.0
0,0.0731315155366798,7.0
0,0.32793106609991707,7.0
0,0.048285497617078045,4.0
0,0.14987472029651097,5.0
0,0.07828810076805987,1.0
0,0.08329243840003095,1.0
0,0.231013257458889,1.0
0,0.08437521993581845,7.0
0,0.03444830031658904,1.0
1,0.5421352181444096,1.0
0,0.010825112536926388,7.0
0,0.037997141804071516,5.0
0,0.08061060133688054,2.0
0,0.048210382554005345,4.0
0,0.027228865634115362,3.0
0,0.15526392550649212,2.0
0,0.027460126598653753,6.0
0,0.09039877140732532,3.0
0,0.0920352587497813,2.0
0,0.035254750253431395,1.0
0,0.3272625433139803,5.0
0,0.08541730634576666,3.0
0,0.013304053363613347,7.0
0,0.06648252502946692,4.0
0,0.029158818343729066,5.0
1,0.31920002974062645,3.0
0,0.3010371081513357,1.0
1,0.6850778440135948,1.0
0,0.1316295237946627,4.0
0,0.029741918145876067,6.0
0,0.09626907706024178,1.0
0,0.1748311389130473,3.0
1,0.5901525652039762,6.0
1,0.7006052881958403,5.0
0,0.10204077331000568,5.0
0,0.07065620685119121,4.0
0,0.07305355433439524,3.0
0,0.03286285254515498,1.0
0,0.08840870668226357,4.0
0,0.128482301484818,4.0
0,0.03174252250563949,1.0
0,0.07326142634184603,5.0
0,0.12869707826413782,1.0
0,0.7594099870478558,7.0
0,0.03893503201984759,5.0
0,0.17793262346162603,7.0
0,0.015254469099331883,6.0
0,0.04141066775619579,3.0
0,0.07517814724229327,5.0
1,0.3117941960937063,5.0
0,0.18712912569241194,4.0
1,0.2118917951201041,4.0
0,0.032077044740280045,3.0
0,0.23319109786315304,3.0
0,0.5522789350554598,3.0
0,0.04668197573454586,1.0
0,0.06306890877906698,2.0
0,0.138348425406437,5.0
0,0.06394707933625822,2.0
0,0.06306890877906698,2.0
0,0.04632820271621501,1.0
0,0.15760727525217555,2.0
0,0.08468073654561775,3.0
0,0.06230006955564728,2.0
0,0.048285497617078045,4.0
0,0.07835582602148725,6.0
0,0.08619644748617694,6.0
0,0.11137461716609452,6.0
0,0.15789229853288964,2.0
1,0.3104275677847577,5.0
0,0.0668303622353036,5.0
0,0.027170930348222804,6.0
0,0.03289970259694523,1.0
0,0.027790446409499785,3.0
0,0.030923331822967796,7.0
0,0.13519053622859192,3.0
0,0.08840870668226357,4.0
0,0.001206321725631689,7.0
0,0.0317518126777823,6.0
0,0.0938040267264001,7.0
0,0.06805705948275181,1.0
0,0.262713197793378,1.0
1,0.3397979369047915,3.0
1,0.8473719182263372,7.0
0,0.22413855213762612,4.0
0,0.2632776356100283,4.0
1,0.1366134387242129,2.0
0,0.13896929594522564,2.0
0,0.13028027114124038,7.0
0,0.16901861776475582,4.0
0,0.07571367397788245,2.0
1,0.060912017191782304,4.0
0,0.06978587432087115,3.0
0,0.43886191551749926,1.0
0,0.41078360356149224,2.0
0,0.04399352713907139,7.0
0,0.03713849349810592,1.0
0,0.06890665745908481,5.0
0,0.04237193087285046,5.0
0,0.05057564033497968,5.0
0,0.06306890877906698,2.0
0,0.12314177190549824,5.0
0,0.020727377929674953,5.0
1,0.3079269732055481,5.0
0,0.10131572294368901,1.0
0,0.020261309040069043,7.0
0,0.06693152418728819,5.0
0,0.04216173068464107,5.0
0,0.02095886464700873,5.0
0,0.1200939968397868,2.0
0,0.05272742505278947,6.0
0,0.09711632983988025,2.0
0,0.03157017697825639,5.0
0,0.07388218024676095,7.0
0,0.3341523629855409,1.0
0,0.45626386535555735,5.0
0,0.03937433655271916,3.0
1,0.0806566630511905,1.0
0,0.035415472639423524,3.0
1,0.05580214640996325,5.0
1,0.47772223536964514,1.0
0,0.08030806404692852,4.0
0,0.0673793132808648,4.0
0,0.08704193381185386,4.0
0,0.004758130046757149,7.0
0,0.02919139170938272,7.0
0,0.06373495632354702,7.0
0,0.508391662607705,1.0
1,0.5797766645860494,1.0
1,0.16286659004969356,2.0
0,0.41414305685720515,2.0
0,0.009592648579837564,7.0
0,0.21705754103425534,2.0
0,0.034307903073823115,3.0
0,0.020552392196044527,5.0
1,0.07164448345431927,5.0
0,0.07874735799538105,3.0
0,0.2476505083956299,1.0
0,0.0478233008924474,6.0
0,0.06343132333695915,6.0
0,0.04991753468643483,3.0
0,0.048285497617078045,4.0
0,0.02757359547899492,6.0
0,0.048210382554005345,4.0
0,0.03660063702196882,6.0
0,0.06865882840999059,5.0
1,0.05087815355362103,6.0
0,0.020737261018111137,6.0
0,0.03174252250563949,1.0
0,0.03286285254515498,1.0
0,0.13191318798712842,5.0
0,0.16189122976086717,6.0
0,0.03725289955243465,7.0
0,0.20539105098004548,7.0
0,0.025431088850106157,5.0
0,0.0028660646870198427,7.0
0,0.04588104087054615,5.0
0,0.07254645239633754,5.0
0,0.051527920826985256,3.0
0,0.024663504533627614,5.0
0,0.06394707933625822,2.0
0,0.06394707933625822,2.0
1,0.09896862906032988,3.0
0,0.023948026907956166,7.0
0,0.09641445223981557,2.0
0,0.01757600000848817,7.0
0,0.048285497617078045,4.0
0,0.017749161464264043,7.0
0,0.12231301359781178,6.0
0,0.12498785460867815,7.0
0,0.06101756169476915,5.0
0,0.09108431430361716,2.0
0,0.048285497617078045,4.0
0,0.03160049846476055,5.0
0,0.09157143140788941,6.0
0,0.023142472962355134,6.0
0,0.08555800138448706,3.0
0,0.03530132481479886,5.0
0,0.06044023849097181,6.0
0,0.016013869164613677,6.0
0,0.0021689626933052357,7.0
0,0.03232270045995544,3.0
0,0.06337358774742723,4.0
0,0.007085513371775508,7.0
0,0.0874566898201022,1.0
0,0.08083722418997635,4.0
0,0.11844601584033791,2.0
0,0.04447948223237698,5.0
0,0.09932328059845628,3.0
0,0.09726977609379386,7.0
0,0.050742642251235974,3.0
0,0.09641445223981557,2.0
0,0.034979811942517584,1.0
0,0.09766793639454331,5.0
0,0.06660426132176211,7.0
0,0.11795685254945021,3.0
0,0.07510205108646377,2.0
0,0.12485903218148968,5.0
0,0.00813099001639777,7.0
0,0.08406961050165701,3.0
0,0.13211226464012513,2.0
0,0.3374151605949481,5.0
0,0.5594342455979177,3.0
0,0.028170527441830368,7.0
0,0.0478140966509726,7.0
1,0.10996549217514134,4.0
1,0.38110354419861225,6.0
0,0.321235970996192,1.0
0,0.13750483467906555,1.0
0,0.07666075887223185,7.0
0,0.046900113160174096,4.0
1,0.3707912474598533,1.0
0,0.6394156327517522,6.0
0,0.06570347899895124,5.0
0,0.027715887848676197,3.0
0,0.046653428377708285,6.0
0,0.03137617965054151,1.0
0,0.0948943604268665,5.0
0,0.13770262589287813,1.0
0,0.0013518591057946894,7.0
0,0.04842557645050095,1.0
1,0.19115289473130118,4.0
0,0.06966787159136507,2.0
1,0.24371984387224974,1.0
0,0.07510205108646377,2.0
1,0.15659146852546008,2.0
0,0.03770786784681451,3.0
1,0.15953431935317977,3.0
0,0.03137617965054151,1.0
0,0.22207245021587477,4.0
0,0.012700605754226482,7.0
0,0.02427949699894758,5.0
0,0.036163465171733244,1.0
0,0.13402832932653433,1.0
0,0.08167139915866393,2.0
0,0.08733293587361897,3.0
0,0.005911814114394135,7.0
0,0.29022505267222043,1.0
0,0.07510205108646377,2.0
0,0.023031994940632905,5.0
0,0.0118093701526962,6.0
0,0.07510205108646377,2.0
1,0.09679476210987353,4.0
0,0.11920858632557134,2.0
0,0.050346629739380595,3.0
0,0.12123110290769361,4.0
0,0.14305969672586435,5.0
0,0.10721886847467552,3.0
1,0.2607480701186759,2.0
1,0.2486653355741681,7.0
0,0.023118867465295956,5.0
0,0.04778091456949369,4.0
0,0.06394707933625822,2.0
1,0.513383249284997,4.0
0,0.02978737966066564,3.0
0,0.04146146838142577,6.0
0,0.11370855037805262,1.0
0,0.01153051429360859,7.0
0,0.09711632983988025,2.0
0,0.03793215722593644,3.0
0,0.08336576899720304,3.0
0,0.012988242606765756,7.0
0,0.08204210063697014,2.0
0,0.027517179190434348,3.0
0,0.07299500341748284,3.0
0,0.03361767295114088,5.0
0,0.07524946766764773,3.0
0,0.03230048304360251,1.0
0,0.09380935883848782,2.0
0,0.1449163354548712,4.0
1,0.1931654700540704,5.0
0,0.13896929594522564,2.0
0,0.14951613120585347,7.0
0,0.4366090834730888,1.0
0,0.054693853973328856,1.0
0,0.08118936637798106,6.0
0,0.023797598023323187,5.0
0,0.2808536615554611,3.0
1,0.24339950971841914,4.0
1,0.24309691364795036,4.0
0,0.36699158726203585,4.0
0,0.06394707933625822,2.0
0,0.040562487021665455,1.0
1,0.7567720599344439,6.0
0,0.1960498770866885,4.0
0,0.07524550190597307,4.0
0,0.11121925442704271,1.0
0,0.2093545509827058,6.0
0,0.22407215965805347,1.0
1,0.13822834896218075,7.0
0,0.15582128699197617,4.0
0,0.0742730089529707,1.0
0,0.21788404620232307,3.0
0,0.06570505516716399,6.0
0,0.13900643991229156,5.0
0,0.16741431173357824,3.0
0,0.08167139915866393,2.0
0,0.11574333733617115,4.0
0,0.35202434537503335,2.0
0,0.06278340878105387,1.0
1,0.07532898565680159,1.0
1,0.3452209158117437,2.0
0,0.0705219814179031,3.0
1,0.2264157418463975,5.0
1,0.1223065981046521,4.0
0,0.08477722045527641,4.0
0,0.20518710850114072,5.0
0,0.1883759851212036,5.0
1,0.4920810371245487,6.0
0,0.0761611772115334,1.0
0,0.011007253769078287,7.0
0,0.0793210086920979,6.0
0,0.08913525298138582,4.0
0,0.009011782493451562,7.0
0,0.06394707933625822,2.0
0,0.042136285451610786,1.0
0,0.044263498226517456,5.0
0,0.11554839141890706,6.0
0,0.049246052247422324,6.0
1,0.19781727550786143,7.0
1,0.3268228754765412,3.0
0,0.06394707933625822,2.0
0,0.004207482800284575,7.0
0,0.08201098196019072,6.0
1,0.41317968859554755,1.0
0,0.16522535238485814,5.0
0,0.09641445223981557,2.0
0,0.04179522527376207,3.0
0,0.15022959055755908,5.0
0,0.05303110323638177,3.0
0,0.06966787159136507,2.0
0,0.09442266784700326,7.0
0,0.12956498796764185,1.0
0,0.032268866715706265,1.0
0,0.22091902007501907,6.0
0,0.07417710665247092,4.0
0,0.08250434835606309,2.0
0,0.045708018259979194,5.0
0,0.0759909666860057,3.0
0,0.04461799250402344,3.0
1,0.11783484692663018,3.0
0,0.05892803995704379,1.0
0,0.02738889237335468,7.0
0,0.13855583464778595,5.0
0,0.18078705249510335,4.0
0,0.14660136211730918,4.0
0,0.2333118365316251,2.0
0,0.27466691937220633,2.0
0,0.048210382554005345,4.0
0,0.03431599078026251,1.0
0,0.09973982085370788,3.0
0,0.0322187772896112,6.0
0,0.09971010679119616,3.0
0,0.06394707933625822,2.0
0,0.04577267906475554,4.0
0,0.10233975023263672,2.0
0,0.06658960259803529,3.0
0,0.5468968180569983,1.0
1,0.25543803679554533,4.0
0,0.045136886600562996,5.0
0,0.032974498580637474,1.0
1,0.1611225525603731,7.0
0,0.04577267906475554,4.0
1,0.06870284971556218,6.0
0,0.057138762248178696,1.0
0,0.046992997022629455,1.0
0,0.11073023853217526,2.0
0,0.03655566987858955,5.0
0,0.0039695128754720305,7.0
0,0.29902514107542427,4.0
0,0.03174252250563949,1.0
0,0.06394707933625822,2.0
0,0.0069850930407232914,7.0
1,0.027790446409499785,3.0
0,0.03357932484945809,1.0
0,0.03297978952625694,1.0
0,0.06394707933625822,2.0
0,0.15044969363827315,5.0
0,0.12471108648842291,3.0
0,0.16429623905433532,4.0
0,0.05621093334506071,5.0
0,0.21159862529265666,4.0
0,0.05114571083286017,3.0
0,0.014216107375626032,6.0
0,0.0511575773627509,5.0
0,0.09614858478926441,4.0
0,0.14403286036354634,5.0
1,0.12834176710003214,2.0
1,0.4546173564349413,4.0
0,0.06532440125780649,6.0
0,0.16236211589933733,2.0
0,0.1366134387242129,2.0
0,0.2071966461873434,6.0
0,0.11485279006293363,2.0
0,0.017687014724560683,6.0
0,0.14190289182840554,6.0
0,0.07855846147781742,2.0
1,0.07738464645390722,6.0
0,0.06359908527253767,3.0
1,0.09183116896529739,4.0
0,0.019838369034521075,6.0
0,0.04577267906475554,4.0
0,0.1108069892536755,2.0
1,0.18521194210029537,3.0
0,0.4392705334489953,1.0
0,0.23625342505079513,6.0
0,0.18098886326654107,6.0
0,0.0808511746185333,3.0
0,0.08184897022793063,6.0
1,0.4962848338657607,6.0
0,0.03375635308275476,5.0
1,0.8335882388685211,7.0
0,0.2895014426603304,5.0
0,0.06854621518760616,5.0
0,0.14048557232127779,2.0
0,0.04875256584496581,1.0
0,0.06407365211784782,5.0
0,0.03298305421065459,1.0
0,0.08720566918296004,2.0
0,0.08113396215980184,3.0
0,0.03349092462246498,1.0
0,0.13149635167989102,4.0
0,0.007913280775693903,7.0
0,0.10788838869013183,6.0
1,0.1410191007179916,1.0
0,0.01798699627066123,6.0
0,0.023026870140256995,6.0
0,0.11399628264779249,4.0
1,0.16377570482256731,4.0
0,0.05610607893186106,1.0
0,0.02444932035322501,5.0
0,0.06394707933625822,2.0
1,0.21693217319669428,4.0
0,0.2926353466871124,6.0
0,0.03174252250563949,1.0
0,0.2962976397374883,3.0
0,0.052802588133050894,3.0
0,0.022039398984092656,5.0
0,0.11267835854573605,6.0
0,0.09596216977197175,2.0
1,0.08365373032240041,3.0
0,0.033840510780045144,3.0
0,0.034645679112401497,1.0
0,0.020568370316787016,5.0
0,0.0200744879081015,6.0
0,0.02142374746136031,5.0
0,0.01596340910616257,6.0
0,0.06394707933625822,2.0
0,0.47444013189553186,5.0
0,0.023740354525118666,7.0
0,0.4546005260615765,6.0
0,0.10996549217514134,4.0
0,0.017475751043757332,7.0
0,0.0986676652142516,1.0
0,0.05523286494782048,1.0
0,0.0307796118672808,7.0
0,0.007053259729571549,7.0
0,0.047436513508908755,3.0
0,0.13598368287767282,2.0
1,0.36784083407134893,2.0
1,0.1347863927958851,7.0
0,0.08167139915866393,2.0
1,0.2187915224241679,7.0
0,0.030665096838976863,6.0
0,0.11269839533943438,5.0
0,0.08167139915866393,2.0
0,0.08678622034905085,6.0
0,0.16243799470455125,6.0
0,0.012728591711122636,6.0
0,0.03631602725437,3.0
0,0.15625186594176768,5.0
0,0.1769128814727837,2.0
0,0.007288290980213249,7.0
0,0.08167139915866393,2.0
0,0.06306890877906698,2.0
0,0.1875803242867532,2.0
0,0.057983494315190086,4.0
0,0.024164247465595933,6.0
0,0.022786418276831307,7.0
0,0.07065620685119121,4.0
1,0.25786368721910247,4.0
0,0.026834049550158653,3.0
0,0.048210382554005345,4.0
0,0.029593571182227465,3.0
0,0.08515187494596563,4.0
0,0.2119711657434362,1.0
0,0.02781337363148378,5.0
0,0.039283576820432084,5.0
0,0.0024306958214334387,7.0
0,0.06394707933625822,2.0
0,0.048285497617078045,4.0
0,0.10363492071392945,6.0
0,0.48920189553618365,1.0
0,0.3590762375602015,1.0
0,0.19038935335447332,7.0
0,0.06394707933625822,2.0
1,0.28561417742508344,6.0
1,0.17359506350931622,2.0
0,0.10856679732341894,1.0
0,0.14044843018350708,3.0
0,0.03177824775151379,3.0
0,0.3452913534340107,3.0
1,0.4214237060505392,3.0
0,0.05898840713003717,5.0
1,0.11249344888363755,1.0
0,0.06394707933625822,2.0
0,0.2180567544204014,6.0
0,0.1628985954178133,1.0
0,0.028304100489235134,5.0
0,0.1876471401967832,5.0
0,0.38048789202456135,6.0
1,0.06391785264853776,1.0
0,0.03926962661110944,7.0
1,0.23625292444435309,1.0
0,0.39098084788077525,2.0
1,0.48815827666999484,5.0
0,0.020568370316787016,5.0
0,0.20803668561668956,3.0
0,0.0875188286656948,5.0
0,0.07861719200543095,4.0
0,0.0682086823598511,5.0
0,0.2944376318308583,4.0
0,0.051160165750441876,5.0
0,0.03146666954880637,5.0
0,0.07510205108646377,2.0
0,0.014356189785402087,6.0
0,0.4527091966570481,7.0
0,0.13728833173492114,4.0
0,0.03865332195417877,5.0
1,0.38378238254949704,1.0
0,0.05359532556150635,7.0
0,0.09253713775950836,5.0
0,0.17381377907945475,3.0
0,0.0462438213986088,1.0
0,0.2507956409556748,3.0
0,0.42103510156952023,4.0
0,0.2843340054220529,7.0
0,0.046862361307287485,1.0
0,0.029723005532614772,3.0
0,0.060912017191782304,4.0
0,0.21518726012166786,1.0
0,0.5788114337697556,5.0
0,0.6552577775735988,6.0
0,0.21507504934168492,3.0
0,0.5509456416618632,7.0
0,0.02171520470377608,5.0
0,0.023187730810865705,5.0
1,0.09641445223981557,2.0
0,0.07149934319493473,3.0
0,0.051920431638291895,1.0
0,0.5975550302407613,6.0
0,0.045473330588065575,6.0
1,0.2801096221137635,2.0
0,0.0941520987161711,2.0
0,0.07549933689690351,4.0
0,0.02898649244909288,3.0
0,0.06533580426534596,6.0
1,0.5466648514562262,7.0
0,0.036688529891291705,6.0
1,0.22787135478217382,2.0
0,0.07322983212906001,3.0
0,0.20090853645596102,6.0
0,0.0694529680683802,4.0
0,0.14152782055372692,5.0
0,0.10891461397487368,2.0
0,0.10883802002125052,4.0
1,0.6739540793956275,6.0
0,0.012032275712761314,7.0
1,0.42735604562281587,3.0
0,0.04577267906475554,4.0
0,0.5218728882975248,5.0
0,0.2991961748194087,7.0
0,0.07338649230142054,6.0
1,0.42090310909292417,2.0
0,0.06394707933625822,2.0
0,0.07745593302383623,4.0
0,0.0482444811580048,4.0
0,0.1004610057578232,1.0
0,0.07755195423005347,5.0
0,0.06893105597005732,4.0
0,0.09450276643131657,4.0
